studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email,uitgevallen
20231811,Hamza Schroeff,h.schroeff@student.roc.nl,18,V,HAVO,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.573,0.576,35,4.3,8.5,Peter Smit,p.smit@roc.nl,False
20231812,Jari de Vries,j.devries@student.roc.nl,24,V,VMBO-T,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.877,0.809,45,8.2,5.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20221813,Féline Wendt,f.wendt@student.roc.nl,21,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.835,0.709,45,6.2,7.0,Mohammed Boukhari,m.boukhari@roc.nl,True
20221814,Naud Eelman,n.eelman@student.roc.nl,23,V,MBO niveau 2,Techniek,Elektrotechniek,25160,2022-2023,3,BBL,2022-09-01,0.778,0.627,29,5.7,4.3,Peter Smit,p.smit@roc.nl,False
20231815,Jonathan Post-van der Velden,j.post-vandervelden@student.roc.nl,18,M,VMBO-K,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.615,0.743,44,7.5,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20221816,Amir van den Henst-de Vos,a.vandenhenst-devos@student.roc.nl,20,V,HAVO,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.931,0.841,47,5.1,5.8,Anita Jansen,a.jansen@roc.nl,False
20231817,Anouk Beourgeois,a.beourgeois@student.roc.nl,19,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.416,0.504,30,5.1,7.0,Jan de Vries,j.devries@roc.nl,False
20221818,Isabella van Daal-Alpaidis,i.vandaal-alpaidis@student.roc.nl,22,V,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.765,0.712,37,4.6,7.8,Anita Jansen,a.jansen@roc.nl,False
20221819,Amy Potters,a.potters@student.roc.nl,16,M,HAVO,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.724,0.7,37,8.8,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20221820,Pien Goudriaan,p.goudriaan@student.roc.nl,19,V,VMBO-T,Zorg,Verzorgende IG,93500,2022-2023,3,BOL,2022-09-01,0.664,0.659,39,5.7,6.2,Anita Jansen,a.jansen@roc.nl,True
20231821,Sami Elsenaar,s.elsenaar@student.roc.nl,20,M,VMBO-K,Zorg,Verpleegkundige,99070,2023-2024,4,BOL,2023-09-01,0.883,0.805,43,6.6,7.4,Fatima El Amrani,f.elamrani@roc.nl,False
20221822,Hannah Lagerweij-Broek,h.lagerweij-broek@student.roc.nl,22,V,VMBO-K,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.903,0.829,46,7.4,7.7,Fatima El Amrani,f.elamrani@roc.nl,False
20221823,Faye Hoeks-Jochems,f.hoeks-jochems@student.roc.nl,16,V,VMBO-T,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.823,0.664,27,5.0,6.2,Jan de Vries,j.devries@roc.nl,False
20221824,Jamie Boers,j.boers@student.roc.nl,22,M,VMBO-B,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.639,0.71,37,9.0,6.0,Fatima El Amrani,f.elamrani@roc.nl,True
20231825,Brent Paillet,b.paillet@student.roc.nl,20,M,VMBO-K,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.678,0.743,47,8.3,8.1,Anita Jansen,a.jansen@roc.nl,False
20231826,Catharina Köster-Verbeek,c.köster-verbeek@student.roc.nl,17,M,MBO niveau 2,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.68,0.712,43,5.7,5.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20231827,Zakaria van Straaten-Veenstra,z.vanstraaten-veenstra@student.roc.nl,22,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.98,0.932,51,7.2,7.8,Jan de Vries,j.devries@roc.nl,False
20231828,Lisanne Sarneel-Muller,l.sarneel-muller@student.roc.nl,16,V,VMBO-K,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.651,0.74,29,6.3,5.8,Fatima El Amrani,f.elamrani@roc.nl,False
20231829,Jelte Rijn,j.rijn@student.roc.nl,18,V,VMBO-B,Groen,Medewerker voedsel,97590,2023-2024,2,BOL,2023-09-01,0.915,0.715,40,7.7,5.6,Fatima El Amrani,f.elamrani@roc.nl,False
20221830,Amélie van Vlaanderen,a.vanvlaanderen@student.roc.nl,16,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2022-2023,2,BOL,2022-09-01,0.355,0.514,27,6.0,7.0,Jan de Vries,j.devries@roc.nl,False
20231831,Noëlle Ruijs,n.ruijs@student.roc.nl,17,M,VMBO-K,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.717,0.799,31,6.9,6.9,Jan de Vries,j.devries@roc.nl,False
20221832,Quinn Dirksen,q.dirksen@student.roc.nl,16,V,MBO niveau 2,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.969,0.938,47,9.1,7.5,Peter Smit,p.smit@roc.nl,False
20231833,Elize Geerling,e.geerling@student.roc.nl,27,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.785,0.715,40,6.9,5.9,Fatima El Amrani,f.elamrani@roc.nl,False
20221834,Maurits Blonk,m.blonk@student.roc.nl,19,M,VMBO-K,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.323,0.478,26,5.8,7.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20221835,Youssef Sestig,y.sestig@student.roc.nl,21,V,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.691,0.598,44,6.0,5.4,Mohammed Boukhari,m.boukhari@roc.nl,True
20231836,Loes van de Biesenbos,l.vandebiesenbos@student.roc.nl,19,M,VMBO-K,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.685,0.651,35,6.1,5.5,Anita Jansen,a.jansen@roc.nl,True
20231837,Joost Bouwhuisen,j.bouwhuisen@student.roc.nl,22,V,VMBO-K,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.938,0.8,30,7.3,7.5,Mohammed Boukhari,m.boukhari@roc.nl,False
20231838,Anouk van het Heerenveen,a.vanhetheerenveen@student.roc.nl,21,V,VMBO-B,Dienstverlening,Kapper,97460,2023-2024,3,BBL,2023-09-01,0.86,0.61,32,6.7,8.3,Anita Jansen,a.jansen@roc.nl,False
20221839,Olaf Maas,o.maas@student.roc.nl,17,V,VMBO-K,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.801,0.778,39,5.1,5.4,Fatima El Amrani,f.elamrani@roc.nl,False
20231840,Milou Kamper,m.kamper@student.roc.nl,20,M,VMBO-K,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.592,0.64,44,6.8,7.1,Mohammed Boukhari,m.boukhari@roc.nl,True
20231841,Jules Weeldenburg-de Jonge,j.weeldenburg-dejonge@student.roc.nl,18,M,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.545,0.704,48,4.7,4.3,Peter Smit,p.smit@roc.nl,True
20221842,Willem Luitgardis van Neustrië-Scuylenborchs,w.luitgardisvanneustrië-scuylenborchs@student.roc.nl,21,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.731,0.685,30,7.7,4.5,Peter Smit,p.smit@roc.nl,False
20221843,Jelle Meijer,j.meijer@student.roc.nl,22,M,VMBO-K,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.766,0.788,39,6.3,5.3,Fatima El Amrani,f.elamrani@roc.nl,False
20221844,Gerrit Martel-Spaan,g.martel-spaan@student.roc.nl,18,M,VMBO-B,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.395,0.436,22,5.8,7.8,Jan de Vries,j.devries@roc.nl,False
20231845,Julius Peterse-van Breugel,j.peterse-vanbreugel@student.roc.nl,18,M,VMBO-K,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.871,0.72,32,6.3,7.3,Fatima El Amrani,f.elamrani@roc.nl,True
20221846,Brian Verhoeven,b.verhoeven@student.roc.nl,18,V,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.818,0.69,35,8.5,4.8,Fatima El Amrani,f.elamrani@roc.nl,False
20221847,Jolie Kortman,j.kortman@student.roc.nl,17,M,MBO niveau 3,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.937,0.913,38,6.0,3.8,Anita Jansen,a.jansen@roc.nl,False
20231848,Rik Vaessen,r.vaessen@student.roc.nl,21,V,MBO niveau 3,Zorg,Verpleegkundige,99070,2023-2024,4,BBL,2023-09-01,0.781,0.721,38,7.2,6.9,Fatima El Amrani,f.elamrani@roc.nl,False
20221849,Sofia Spier,s.spier@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.788,0.806,43,6.2,6.9,Peter Smit,p.smit@roc.nl,False
20221850,Faas Heribert van Laon,f.heribertvanlaon@student.roc.nl,16,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.563,0.639,36,4.2,6.9,Peter Smit,p.smit@roc.nl,False
20231851,Stella de Wit,s.dewit@student.roc.nl,18,M,VMBO-B,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.705,0.741,55,5.5,4.2,Anita Jansen,a.jansen@roc.nl,False
20231852,Sienna Ligtvoet,s.ligtvoet@student.roc.nl,16,M,VMBO-T,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.465,0.464,33,3.8,6.7,Peter Smit,p.smit@roc.nl,False
20221853,Dave Stichter,d.stichter@student.roc.nl,24,M,VMBO-B,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.743,0.677,47,7.5,6.7,Jan de Vries,j.devries@roc.nl,False
20231854,Dina van de Plas-van den Broek,d.vandeplas-vandenbroek@student.roc.nl,19,M,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.473,0.471,22,7.2,5.6,Jan de Vries,j.devries@roc.nl,False
20221855,Olivia van den Velde,o.vandenvelde@student.roc.nl,16,V,VMBO-T,Techniek,Installatiemonteur,25480,2022-2023,2,BBL,2022-09-01,0.45,0.609,32,5.3,5.5,Fatima El Amrani,f.elamrani@roc.nl,True
20221856,Alex Galenzone,a.galenzone@student.roc.nl,19,V,HAVO,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.609,0.567,29,5.0,4.9,Fatima El Amrani,f.elamrani@roc.nl,False
20231857,Benjamin Goudriaan,b.goudriaan@student.roc.nl,16,M,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.791,0.786,50,6.1,4.7,Mohammed Boukhari,m.boukhari@roc.nl,True
20221858,Jill Maas-Heyne,j.maas-heyne@student.roc.nl,21,X,MBO niveau 3,Groen,Medewerker voedsel,97590,2022-2023,2,BBL,2022-09-01,0.644,0.7,40,7.3,5.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20221859,Janna de Bruin,j.debruin@student.roc.nl,18,V,HAVO,Groen,Dierverzorger,97730,2022-2023,3,BOL,2022-09-01,0.746,0.725,38,6.3,4.8,Anita Jansen,a.jansen@roc.nl,False
20231860,Job Miltenburg,j.miltenburg@student.roc.nl,16,M,VMBO-B,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.924,0.864,48,5.4,5.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20221861,Jayden van den Bergh,j.vandenbergh@student.roc.nl,24,M,MBO niveau 2,Dienstverlening,Kok,25185,2022-2023,2,BOL,2022-09-01,0.793,0.566,29,7.1,5.6,Peter Smit,p.smit@roc.nl,False
20231862,Wesley Knuf,w.knuf@student.roc.nl,24,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.688,0.707,40,6.3,3.9,Jan de Vries,j.devries@roc.nl,True
20231863,Sten Smith,s.smith@student.roc.nl,21,M,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BBL,2023-09-01,0.868,0.656,33,9.2,5.7,Mohammed Boukhari,m.boukhari@roc.nl,False
20231864,Amira Palman-van Daal,a.palman-vandaal@student.roc.nl,16,V,VMBO-B,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.723,0.742,46,7.3,5.7,Anita Jansen,a.jansen@roc.nl,False
20231865,Luuk Vignon,l.vignon@student.roc.nl,25,M,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.822,0.673,38,7.7,5.0,Peter Smit,p.smit@roc.nl,False
20231866,Ties Govarts-Vaessen,t.govarts-vaessen@student.roc.nl,18,M,VMBO-K,Techniek,Netwerkbeheerder,93200,2023-2024,4,BOL,2023-09-01,0.495,0.541,17,6.2,6.3,Fatima El Amrani,f.elamrani@roc.nl,True
20231867,Victoria van Wijland,v.vanwijland@student.roc.nl,21,M,VMBO-K,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.76,0.795,42,6.4,7.0,Peter Smit,p.smit@roc.nl,False
20221868,Lisanne Molenaar,l.molenaar@student.roc.nl,20,V,VMBO-B,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.456,0.663,39,5.9,5.6,Mohammed Boukhari,m.boukhari@roc.nl,True
20231869,Iris van der Pol,i.vanderpol@student.roc.nl,20,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.679,0.614,37,5.9,6.7,Anita Jansen,a.jansen@roc.nl,False
20231870,Bjorn Reimes,b.reimes@student.roc.nl,21,M,MBO niveau 2,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.703,0.69,37,5.9,6.8,Jan de Vries,j.devries@roc.nl,True
20231871,Phileine Engels,p.engels@student.roc.nl,20,M,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.807,0.665,39,6.0,6.9,Fatima El Amrani,f.elamrani@roc.nl,False
20221872,Lauren Coolen,l.coolen@student.roc.nl,22,M,VMBO-T,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.639,0.658,36,7.4,5.3,Fatima El Amrani,f.elamrani@roc.nl,False
20221873,Daniël Mallien,d.mallien@student.roc.nl,22,M,VMBO-T,Zorg,Doktersassistent,34576,2022-2023,4,BBL,2022-09-01,0.546,0.615,35,5.6,4.9,Anita Jansen,a.jansen@roc.nl,False
20231874,Maartje van Arkel,m.vanarkel@student.roc.nl,22,X,HAVO,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.929,0.695,43,8.9,6.6,Jan de Vries,j.devries@roc.nl,False
20231875,Jill van de Coterlet-de Jong,j.vandecoterlet-dejong@student.roc.nl,27,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.792,0.625,44,6.2,7.4,Peter Smit,p.smit@roc.nl,True
20221876,Anna Freshour-Huurdeman,a.freshour-huurdeman@student.roc.nl,23,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.562,0.652,45,7.2,5.1,Jan de Vries,j.devries@roc.nl,False
20221877,Mirthe Jdotte,m.jdotte@student.roc.nl,20,M,VMBO-K,Techniek,Elektrotechniek,25160,2022-2023,3,BOL,2022-09-01,0.747,0.774,49,4.1,4.4,Mohammed Boukhari,m.boukhari@roc.nl,True
20221878,Ryan Loep,r.loep@student.roc.nl,25,M,VMBO-T,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.741,0.665,33,5.2,5.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20221879,Olaf Steenbeek,o.steenbeek@student.roc.nl,17,M,VMBO-B,Economie,Financieel administrateur,90370,2022-2023,4,BOL,2022-09-01,0.767,0.589,35,5.7,7.5,Anita Jansen,a.jansen@roc.nl,False
20221880,Charlotte de Plantard,c.deplantard@student.roc.nl,19,V,VMBO-B,Zorg,Doktersassistent,34576,2022-2023,4,BOL,2022-09-01,0.621,0.596,31,7.3,7.4,Mohammed Boukhari,m.boukhari@roc.nl,True
20231881,Luke Hagendoorn,l.hagendoorn@student.roc.nl,16,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.873,0.906,38,8.2,6.4,Mohammed Boukhari,m.boukhari@roc.nl,True
20231882,Pleun Hendrikse,p.hendrikse@student.roc.nl,20,M,VMBO-T,Groen,Dierverzorger,97730,2023-2024,3,BBL,2023-09-01,0.607,0.624,35,8.4,5.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20221883,Luca van Hamaland,l.vanhamaland@student.roc.nl,22,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2022-2023,3,BOL,2022-09-01,0.491,0.503,15,8.6,7.0,Fatima El Amrani,f.elamrani@roc.nl,True
20221884,Kyara van de Veen,k.vandeveen@student.roc.nl,20,V,VMBO-B,Economie,Commercieel medewerker,90111,2022-2023,3,BBL,2022-09-01,0.56,0.603,40,5.3,5.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20221885,Lot van de Noordmark,l.vandenoordmark@student.roc.nl,18,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.538,0.588,28,8.5,5.3,Mohammed Boukhari,m.boukhari@roc.nl,False
20221886,Jolijn van 't Houteveen,j.van'thouteveen@student.roc.nl,16,V,MBO niveau 3,Zorg,Verpleegkundige,99070,2022-2023,4,BBL,2022-09-01,0.635,0.655,51,5.9,6.2,Fatima El Amrani,f.elamrani@roc.nl,False
20231887,Pleun Driessen,p.driessen@student.roc.nl,26,V,VMBO-K,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.827,0.742,38,6.6,7.6,Peter Smit,p.smit@roc.nl,False
20231888,Naud van der Plas,n.vanderplas@student.roc.nl,16,M,VMBO-T,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.746,0.73,42,6.1,7.1,Mohammed Boukhari,m.boukhari@roc.nl,False
20231889,Faas Westerburg,f.westerburg@student.roc.nl,26,V,VMBO-K,Economie,Logistiek medewerker,90640,2023-2024,3,BOL,2023-09-01,0.86,0.737,39,6.1,4.8,Jan de Vries,j.devries@roc.nl,False
20231890,Silke van de Greef,s.vandegreef@student.roc.nl,16,V,MBO niveau 3,Techniek,Software Developer,25604,2023-2024,4,BBL,2023-09-01,0.88,0.757,48,6.6,7.4,Fatima El Amrani,f.elamrani@roc.nl,False
20231891,Kaylee van Wel-Hoes,k.vanwel-hoes@student.roc.nl,16,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2023-2024,2,BOL,2023-09-01,0.699,0.657,37,5.9,5.3,Peter Smit,p.smit@roc.nl,True
20231892,Joëlle Rackham,j.rackham@student.roc.nl,16,M,MBO niveau 3,Techniek,Elektrotechniek,25160,2023-2024,3,BOL,2023-09-01,0.711,0.694,43,7.8,8.2,Mohammed Boukhari,m.boukhari@roc.nl,False
20221893,Madelief Joosten,m.joosten@student.roc.nl,22,M,VMBO-K,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.827,0.709,40,5.3,6.3,Anita Jansen,a.jansen@roc.nl,False
20221894,Noa Boers-de Keijser,n.boers-dekeijser@student.roc.nl,16,V,MBO niveau 2,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.572,0.596,31,6.7,6.0,Mohammed Boukhari,m.boukhari@roc.nl,False
20221895,Luke Mathieu-Boer,l.mathieu-boer@student.roc.nl,18,M,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.719,0.625,31,6.2,8.1,Anita Jansen,a.jansen@roc.nl,False
20221896,Maryam van Poppel,m.vanpoppel@student.roc.nl,18,M,VMBO-B,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.612,0.568,39,4.5,5.7,Anita Jansen,a.jansen@roc.nl,False
20231897,Vera Lage,v.lage@student.roc.nl,16,V,MBO niveau 3,Economie,Manager handel,90202,2023-2024,4,BBL,2023-09-01,0.871,0.818,42,8.7,4.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20221898,Mats van den Velde,m.vandenvelde@student.roc.nl,21,M,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2022-2023,3,BOL,2022-09-01,0.623,0.676,40,6.0,5.8,Peter Smit,p.smit@roc.nl,False
20231899,Bas de Backer,b.debacker@student.roc.nl,18,M,MBO niveau 2,Dienstverlening,Kok,25185,2023-2024,2,BOL,2023-09-01,0.899,0.697,35,7.5,4.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20231900,Owen van Ochten,o.vanochten@student.roc.nl,18,M,MBO niveau 2,Techniek,Elektrotechniek,25160,2023-2024,3,BBL,2023-09-01,0.543,0.691,40,9.2,5.3,Jan de Vries,j.devries@roc.nl,False
20221901,Aiden Smit-Shupe,a.smit-shupe@student.roc.nl,17,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.843,0.781,41,7.6,4.9,Mohammed Boukhari,m.boukhari@roc.nl,False
20231902,Yara van der Laan-Adelaar,y.vanderlaan-adelaar@student.roc.nl,22,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2023-2024,3,BOL,2023-09-01,0.53,0.627,36,7.1,7.3,Anita Jansen,a.jansen@roc.nl,False
20221903,Mirthe Dachgelder,m.dachgelder@student.roc.nl,17,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BBL,2022-09-01,0.707,0.711,42,7.2,7.1,Anita Jansen,a.jansen@roc.nl,False
20221904,Fay Laffray,f.laffray@student.roc.nl,21,M,VMBO-K,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.814,0.718,37,5.4,7.6,Jan de Vries,j.devries@roc.nl,True
20221905,Eline Elberts,e.elberts@student.roc.nl,19,V,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.832,0.744,43,5.8,5.2,Anita Jansen,a.jansen@roc.nl,False
20231906,Mason Vaessen-de Groot,m.vaessen-degroot@student.roc.nl,22,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2023-2024,2,BOL,2023-09-01,0.852,0.647,37,5.9,5.8,Fatima El Amrani,f.elamrani@roc.nl,False
20231907,Noah Goedhart,n.goedhart@student.roc.nl,18,M,MBO niveau 2,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.648,0.692,38,6.4,6.3,Fatima El Amrani,f.elamrani@roc.nl,False
20221908,Kay de Koning,k.dekoning@student.roc.nl,19,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2022-2023,2,BOL,2022-09-01,0.885,0.902,50,7.5,8.6,Anita Jansen,a.jansen@roc.nl,False
20231909,Lorenzo Jeggij,l.jeggij@student.roc.nl,19,V,VMBO-T,Dienstverlening,Kok,25185,2023-2024,2,BBL,2023-09-01,0.953,0.854,54,4.8,4.7,Jan de Vries,j.devries@roc.nl,False
20231910,Mason van Liendert,m.vanliendert@student.roc.nl,19,V,VMBO-B,Economie,Commercieel medewerker,90111,2023-2024,3,BOL,2023-09-01,0.69,0.722,42,6.0,4.8,Mohammed Boukhari,m.boukhari@roc.nl,False
20221911,Samuel de Gruijl,s.degruijl@student.roc.nl,18,V,MBO niveau 2,Dienstverlening,Kapper,97460,2022-2023,3,BOL,2022-09-01,0.548,0.542,31,6.7,4.9,Fatima El Amrani,f.elamrani@roc.nl,True
20221912,Lindsey van Poppel,l.vanpoppel@student.roc.nl,22,M,MBO niveau 3,Techniek,Netwerkbeheerder,93200,2022-2023,4,BOL,2022-09-01,0.522,0.5,29,6.6,6.4,Mohammed Boukhari,m.boukhari@roc.nl,False
20221913,Noëlle van Berkel,n.vanberkel@student.roc.nl,20,V,MBO niveau 3,Economie,Manager handel,90202,2022-2023,4,BOL,2022-09-01,0.943,0.854,48,8.2,6.2,Anita Jansen,a.jansen@roc.nl,True
20231914,Luke Engels,l.engels@student.roc.nl,19,M,HAVO,Groen,Dierverzorger,97730,2023-2024,3,BOL,2023-09-01,0.584,0.674,43,7.8,7.6,Jan de Vries,j.devries@roc.nl,True
20221915,Arthur de Korte-van Formbach,a.dekorte-vanformbach@student.roc.nl,18,V,VMBO-B,Zorg,Verpleegkundige,99070,2022-2023,4,BOL,2022-09-01,0.547,0.494,25,5.8,6.1,Fatima El Amrani,f.elamrani@roc.nl,False
20231916,Fenna Persijn,f.persijn@student.roc.nl,20,V,HAVO,Economie,Financieel administrateur,90370,2023-2024,4,BOL,2023-09-01,0.859,0.894,49,6.2,4.8,Peter Smit,p.smit@roc.nl,False
20231917,Tygo Fremie-Mangel,t.fremie-mangel@student.roc.nl,25,X,VMBO-B,Zorg,Verzorgende IG,93500,2023-2024,3,BOL,2023-09-01,0.575,0.598,39,6.9,8.4,Peter Smit,p.smit@roc.nl,False
20221918,Lizz Gemen,l.gemen@student.roc.nl,21,V,VMBO-T,Economie,Commercieel medewerker,90111,2022-2023,3,BOL,2022-09-01,0.715,0.619,41,6.8,3.2,Fatima El Amrani,f.elamrani@roc.nl,False
20231919,Anne Romijn,a.romijn@student.roc.nl,20,M,MBO niveau 3,Zorg,Doktersassistent,34576,2023-2024,4,BOL,2023-09-01,0.83,0.82,47,8.0,5.9,Peter Smit,p.smit@roc.nl,False
20221920,Esmée Willems-Post,e.willems-post@student.roc.nl,21,V,VMBO-B,Economie,Logistiek medewerker,90640,2022-2023,3,BOL,2022-09-01,0.424,0.396,14,6.2,4.9,Jan de Vries,j.devries@roc.nl,False
20221921,Cornelis Zijlmans,c.zijlmans@student.roc.nl,19,M,VMBO-B,Techniek,Software Developer,25604,2022-2023,4,BOL,2022-09-01,0.52,0.578,38,6.7,5.4,Jan de Vries,j.devries@roc.nl,False
20221922,Mohammed Nieuwstraten,m.nieuwstraten@student.roc.nl,22,M,VMBO-K,Groen,Medewerker voedsel,97590,2022-2023,2,BOL,2022-09-01,0.673,0.683,47,8.4,7.9,Anita Jansen,a.jansen@roc.nl,False
20231923,Quinten Bouwhuisen-Martens,q.bouwhuisen-martens@student.roc.nl,19,V,MBO niveau 3,Dienstverlening,Kapper,97460,2023-2024,3,BOL,2023-09-01,0.602,0.603,34,8.2,7.7,Peter Smit,p.smit@roc.nl,True
20231924,Femke Shupe,f.shupe@student.roc.nl,19,M,VMBO-T,Techniek,Software Developer,25604,2023-2024,4,BOL,2023-09-01,0.714,0.712,43,6.8,6.1,Peter Smit,p.smit@roc.nl,False
20231925,Dex Postma,d.postma@student.roc.nl,16,M,VMBO-B,Groen,Tuin- en landschapsbeheer,97252,2023-2024,3,BOL,2023-09-01,0.758,0.716,47,6.5,7.3,Peter Smit,p.smit@roc.nl,False
