studentnummer,naam,email,leeftijd,geslacht,vooropleiding,sector,opleiding,crebocode,cohort,niveau,leerweg,intakedatum,aanwezigheid,voortgang,bsa_studiepunten,cijfer_nederlands,cijfer_rekenen,mentor_naam,mentor_email
20240368,Kiki van Allemanië,k.vanallemanië@student.roc.nl,16,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.645,0.75,39,7.3,5.4,Mohammed Boukhari,m.boukhari@roc.nl
20240369,Kyra Backer,k.backer@student.roc.nl,23,V,VMBO-B,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.726,0.68,45,8.0,7.9,Anita Jansen,a.jansen@roc.nl
20240370,Isabel Oda,i.oda@student.roc.nl,19,V,VMBO-T,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.639,0.689,41,8.7,6.9,Mohammed Boukhari,m.boukhari@roc.nl
20240371,Tijmen Brievingh-Schagen,t.brievingh-schagen@student.roc.nl,19,V,MBO niveau 2,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.463,0.508,38,6.8,7.0,Mohammed Boukhari,m.boukhari@roc.nl
20240372,Jason Oversteeg,j.oversteeg@student.roc.nl,20,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.806,0.867,46,7.8,7.2,Mohammed Boukhari,m.boukhari@roc.nl
20240373,Quinn Neuteboom-Maaswinkel,q.neuteboom-maaswinkel@student.roc.nl,17,V,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.771,0.841,49,3.4,8.1,Peter Smit,p.smit@roc.nl
20240374,Emir van den Nuwenhuysen,e.vandennuwenhuysen@student.roc.nl,17,V,VMBO-T,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.553,0.669,36,5.0,8.5,Jan de Vries,j.devries@roc.nl
20240375,Daan de Marduras,d.demarduras@student.roc.nl,23,M,HAVO,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.682,0.591,32,5.9,5.5,Jan de Vries,j.devries@roc.nl
20240376,Kim Fortuyn,k.fortuyn@student.roc.nl,24,M,HAVO,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.717,0.717,44,7.0,5.8,Fatima El Amrani,f.elamrani@roc.nl
20240377,Wessel Van Bragt,w.vanbragt@student.roc.nl,20,V,MBO niveau 2,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.587,0.619,28,6.4,6.8,Jan de Vries,j.devries@roc.nl
20240378,Quinty de la Fleche,q.delafleche@student.roc.nl,22,V,VMBO-K,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.883,0.898,41,7.5,4.5,Jan de Vries,j.devries@roc.nl
20240379,Tim van Haarlem,t.vanhaarlem@student.roc.nl,18,X,MBO niveau 2,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.559,0.617,31,7.5,9.2,Peter Smit,p.smit@roc.nl
20240380,Sil van der Avoirt,s.vanderavoirt@student.roc.nl,16,M,VMBO-T,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.696,0.662,40,7.4,5.5,Mohammed Boukhari,m.boukhari@roc.nl
20240381,Lindsey Ariens,l.ariens@student.roc.nl,23,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.737,0.741,35,5.5,4.8,Jan de Vries,j.devries@roc.nl
20240382,Féline le Guellec,f.leguellec@student.roc.nl,20,M,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.641,0.591,29,4.9,7.3,Peter Smit,p.smit@roc.nl
20240383,Maaike Muijs,m.muijs@student.roc.nl,17,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BBL,2024-09-01,0.63,0.634,34,5.8,5.5,Anita Jansen,a.jansen@roc.nl
20240384,Sophia Serra,s.serra@student.roc.nl,20,M,MBO niveau 3,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.858,0.768,35,5.3,5.6,Anita Jansen,a.jansen@roc.nl
20240385,Elena Marchal,e.marchal@student.roc.nl,23,M,HAVO,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.585,0.678,42,4.9,7.3,Peter Smit,p.smit@roc.nl
20240386,Jonathan Jonkman,j.jonkman@student.roc.nl,16,V,VMBO-B,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.62,0.709,29,8.2,5.4,Mohammed Boukhari,m.boukhari@roc.nl
20240387,Aron Doornhem,a.doornhem@student.roc.nl,19,M,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.745,0.73,48,7.3,7.2,Mohammed Boukhari,m.boukhari@roc.nl
20240388,Tycho Jansen,t.jansen@student.roc.nl,26,V,VMBO-K,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.446,0.5,20,6.1,7.6,Jan de Vries,j.devries@roc.nl
20240389,Mohammed Vastenhouw,m.vastenhouw@student.roc.nl,20,M,VMBO-B,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.901,0.863,51,7.4,5.3,Peter Smit,p.smit@roc.nl
20240390,Janne Huijs,j.huijs@student.roc.nl,17,V,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.517,0.654,42,6.9,7.3,Anita Jansen,a.jansen@roc.nl
20240391,Ceylin Vink,c.vink@student.roc.nl,18,V,MBO niveau 2,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.837,0.78,39,6.5,6.3,Peter Smit,p.smit@roc.nl
20240392,Ceylin Manne,c.manne@student.roc.nl,25,V,VMBO-T,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.868,0.861,54,8.2,5.1,Anita Jansen,a.jansen@roc.nl
20240393,Annabel Ouwerkerk,a.ouwerkerk@student.roc.nl,20,M,VMBO-B,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.785,0.774,39,7.3,5.9,Anita Jansen,a.jansen@roc.nl
20240394,Luca de Kale-Groen,l.dekale-groen@student.roc.nl,16,M,VMBO-K,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.672,0.707,43,8.6,7.6,Fatima El Amrani,f.elamrani@roc.nl
20240395,Myrthe van Geest,m.vangeest@student.roc.nl,27,M,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BBL,2024-09-01,0.581,0.662,38,6.0,4.7,Mohammed Boukhari,m.boukhari@roc.nl
20240396,Lukas van Gorp-Heyne,l.vangorp-heyne@student.roc.nl,20,M,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.867,0.902,54,5.0,7.2,Anita Jansen,a.jansen@roc.nl
20240397,Anna van Kuijc van Malsen-van Daal,a.vankuijcvanmalsen-vandaal@student.roc.nl,20,M,VMBO-K,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.906,0.868,44,7.1,9.9,Peter Smit,p.smit@roc.nl
20240398,Wessel van Metz,w.vanmetz@student.roc.nl,23,V,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.951,0.857,46,6.4,5.2,Jan de Vries,j.devries@roc.nl
20240399,Aya van Gils,a.vangils@student.roc.nl,17,V,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.713,0.705,38,7.6,7.3,Peter Smit,p.smit@roc.nl
20240400,Fem Schuylenborch,f.schuylenborch@student.roc.nl,23,M,VMBO-T,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.793,0.843,49,9.3,5.7,Mohammed Boukhari,m.boukhari@roc.nl
20240401,Jens Texier-Mahieu,j.texier-mahieu@student.roc.nl,20,V,VMBO-K,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.817,0.764,49,4.9,5.6,Fatima El Amrani,f.elamrani@roc.nl
20240402,Julius van Emmelen,j.vanemmelen@student.roc.nl,16,V,MBO niveau 2,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.734,0.587,34,4.9,6.0,Jan de Vries,j.devries@roc.nl
20240403,Justin van den Velden,j.vandenvelden@student.roc.nl,19,M,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.934,0.661,47,6.5,6.2,Anita Jansen,a.jansen@roc.nl
20240404,Mirte van de Noordmark,m.vandenoordmark@student.roc.nl,20,V,MBO niveau 2,Techniek,Installatiemonteur,25480,2024-2025,2,BBL,2024-09-01,0.648,0.632,38,6.9,7.5,Fatima El Amrani,f.elamrani@roc.nl
20240405,Maxim Wolfsdr,m.wolfsdr@student.roc.nl,24,M,HAVO,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.822,0.841,49,7.1,5.9,Jan de Vries,j.devries@roc.nl
20240406,Ibrahim Merkx-van Bernicia,i.merkx-vanbernicia@student.roc.nl,18,V,HAVO,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.497,0.555,36,6.8,9.9,Jan de Vries,j.devries@roc.nl
20240407,Aaliyah Arent-van Asten,a.arent-vanasten@student.roc.nl,20,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BBL,2024-09-01,0.532,0.583,32,8.7,7.2,Jan de Vries,j.devries@roc.nl
20240408,Mark van Rheineck,m.vanrheineck@student.roc.nl,19,V,VMBO-T,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.921,0.836,47,9.4,8.1,Peter Smit,p.smit@roc.nl
20240409,Lucy de Hoog,l.dehoog@student.roc.nl,22,M,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.787,0.685,29,4.9,4.7,Peter Smit,p.smit@roc.nl
20240410,Noortje Heijmen,n.heijmen@student.roc.nl,20,M,VMBO-B,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.791,0.712,38,6.3,7.9,Peter Smit,p.smit@roc.nl
20240411,Jolijn de Jonge,j.dejonge@student.roc.nl,24,V,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.922,0.879,47,8.8,2.4,Peter Smit,p.smit@roc.nl
20240412,Dana Doesburg,d.doesburg@student.roc.nl,16,M,MBO niveau 3,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.564,0.592,36,6.1,8.0,Fatima El Amrani,f.elamrani@roc.nl
20240413,Jari Scharroo-van Brunswijk,j.scharroo-vanbrunswijk@student.roc.nl,16,V,VMBO-T,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.428,0.468,21,7.1,3.5,Jan de Vries,j.devries@roc.nl
20240414,Kate Hofman,k.hofman@student.roc.nl,21,V,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.875,0.767,39,6.1,6.0,Anita Jansen,a.jansen@roc.nl
20240415,Ties van Gemert,t.vangemert@student.roc.nl,23,M,VMBO-B,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.69,0.64,24,5.3,6.2,Mohammed Boukhari,m.boukhari@roc.nl
20240416,Noor Ernst,n.ernst@student.roc.nl,21,V,HAVO,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.834,0.855,49,6.4,5.6,Anita Jansen,a.jansen@roc.nl
20240417,Leah van de Leemput-van der Pluijm,l.vandeleemput-vanderpluijm@student.roc.nl,18,V,VMBO-K,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.79,0.746,38,5.4,5.5,Anita Jansen,a.jansen@roc.nl
20240418,Imran van Voorhout,i.vanvoorhout@student.roc.nl,20,M,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.893,0.852,51,4.6,9.1,Jan de Vries,j.devries@roc.nl
20240419,Jaylinn de Vos,j.devos@student.roc.nl,19,M,MBO niveau 2,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.715,0.772,52,5.9,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240420,Indy VI,i.vi@student.roc.nl,25,M,VMBO-B,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.628,0.598,33,7.1,4.5,Mohammed Boukhari,m.boukhari@roc.nl
20240421,Imke van Duvenvoirde,i.vanduvenvoirde@student.roc.nl,16,M,VMBO-K,Techniek,Netwerkbeheerder,93200,2024-2025,4,BOL,2024-09-01,0.826,0.781,40,6.3,7.4,Peter Smit,p.smit@roc.nl
20240422,Mathijs Nedermeijer,m.nedermeijer@student.roc.nl,18,V,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.709,0.504,27,4.9,6.8,Fatima El Amrani,f.elamrani@roc.nl
20240423,Sven Mulder-Persijn,s.mulder-persijn@student.roc.nl,19,V,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BBL,2024-09-01,0.845,0.702,36,5.4,4.4,Anita Jansen,a.jansen@roc.nl
20240424,Lot Cornelisz,l.cornelisz@student.roc.nl,24,V,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.819,0.72,36,7.4,6.2,Anita Jansen,a.jansen@roc.nl
20240425,Zara Miltenburg,z.miltenburg@student.roc.nl,16,V,MBO niveau 2,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.84,0.647,45,4.9,7.0,Fatima El Amrani,f.elamrani@roc.nl
20240426,Lauren le Matelot-Moensendijk,l.lematelot-moensendijk@student.roc.nl,19,V,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.858,0.882,45,5.4,3.9,Anita Jansen,a.jansen@roc.nl
20240427,Mathijs van de Coterlet,m.vandecoterlet@student.roc.nl,18,M,MBO niveau 2,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.758,0.813,42,8.0,6.2,Peter Smit,p.smit@roc.nl
20240428,Olivier Huel,o.huel@student.roc.nl,18,X,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.752,0.712,37,6.6,6.5,Anita Jansen,a.jansen@roc.nl
20240429,Fiene Overeem,f.overeem@student.roc.nl,16,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.964,0.851,50,5.4,6.9,Mohammed Boukhari,m.boukhari@roc.nl
20240430,Jan Demmendaal,j.demmendaal@student.roc.nl,18,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.774,0.745,26,8.2,8.0,Mohammed Boukhari,m.boukhari@roc.nl
20240431,Kyano Neuteboom,k.neuteboom@student.roc.nl,25,V,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.85,0.852,54,6.8,5.9,Fatima El Amrani,f.elamrani@roc.nl
20240432,Olivia van Embden-Vrancken,o.vanembden-vrancken@student.roc.nl,20,X,VMBO-T,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.758,0.735,41,6.8,3.9,Mohammed Boukhari,m.boukhari@roc.nl
20240433,Jim Voortman,j.voortman@student.roc.nl,18,M,VMBO-B,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.731,0.766,42,5.7,6.4,Jan de Vries,j.devries@roc.nl
20240434,Youssef de Groot,y.degroot@student.roc.nl,16,M,VMBO-B,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.802,0.697,42,5.9,7.2,Mohammed Boukhari,m.boukhari@roc.nl
20240435,Megan Kortman,m.kortman@student.roc.nl,17,V,VMBO-B,Zorg,Verzorgende IG,93500,2024-2025,3,BOL,2024-09-01,0.486,0.559,26,6.3,5.2,Anita Jansen,a.jansen@roc.nl
20240436,Mia van de Klashorst,m.vandeklashorst@student.roc.nl,22,V,VMBO-B,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.905,0.865,44,7.2,6.5,Jan de Vries,j.devries@roc.nl
20240437,Milo van Limburg-Heijmen,m.vanlimburg-heijmen@student.roc.nl,22,M,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BBL,2024-09-01,0.745,0.736,37,6.4,3.0,Mohammed Boukhari,m.boukhari@roc.nl
20240438,Elin Dorsman,e.dorsman@student.roc.nl,21,V,VMBO-B,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.547,0.679,45,4.4,7.1,Anita Jansen,a.jansen@roc.nl
20240439,Hanna Wolters,h.wolters@student.roc.nl,16,M,MBO niveau 3,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.859,0.783,40,7.1,5.9,Mohammed Boukhari,m.boukhari@roc.nl
20240440,Julian Hendriks,j.hendriks@student.roc.nl,23,M,VMBO-K,Techniek,Elektrotechniek,25160,2024-2025,3,BOL,2024-09-01,0.923,0.85,38,4.8,5.9,Anita Jansen,a.jansen@roc.nl
20240441,Naud Nijman,n.nijman@student.roc.nl,18,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.532,0.543,29,7.5,6.3,Anita Jansen,a.jansen@roc.nl
20240442,Nadia Overdijk,n.overdijk@student.roc.nl,20,M,HAVO,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.708,0.638,42,5.1,6.4,Peter Smit,p.smit@roc.nl
20240443,Jet Gemen,j.gemen@student.roc.nl,26,M,VMBO-T,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.746,0.712,44,4.5,9.9,Peter Smit,p.smit@roc.nl
20240444,Mees van Ooste,m.vanooste@student.roc.nl,20,V,MBO niveau 2,Economie,Manager handel,90202,2024-2025,4,BOL,2024-09-01,0.57,0.657,38,7.8,5.8,Peter Smit,p.smit@roc.nl
20240445,Liza van 't Erve,l.van'terve@student.roc.nl,16,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.437,0.474,25,5.8,7.4,Peter Smit,p.smit@roc.nl
20240446,Dave Timmermans-Mallien,d.timmermans-mallien@student.roc.nl,16,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.918,0.737,44,7.9,6.0,Mohammed Boukhari,m.boukhari@roc.nl
20240447,Maja van Schevinghuizen,m.vanschevinghuizen@student.roc.nl,21,M,VMBO-B,Dienstverlening,Kok,25185,2024-2025,2,BBL,2024-09-01,0.437,0.436,25,4.8,7.0,Anita Jansen,a.jansen@roc.nl
20240448,Jay Kok,j.kok@student.roc.nl,21,M,VMBO-T,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.819,0.78,41,9.7,5.2,Mohammed Boukhari,m.boukhari@roc.nl
20240449,Lola Mangel-de Gruijl,l.mangel-degruijl@student.roc.nl,21,M,VMBO-T,Economie,Commercieel medewerker,90111,2024-2025,3,BBL,2024-09-01,0.678,0.687,36,7.4,8.0,Peter Smit,p.smit@roc.nl
20240450,Evy Kosten-van Limburg,e.kosten-vanlimburg@student.roc.nl,22,V,HAVO,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.762,0.71,43,6.9,4.4,Fatima El Amrani,f.elamrani@roc.nl
20240451,Fabiënne Cornelisz,f.cornelisz@student.roc.nl,19,M,VMBO-T,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.793,0.787,41,7.0,6.6,Jan de Vries,j.devries@roc.nl
20240452,Veerle van Herstal,v.vanherstal@student.roc.nl,22,V,MBO niveau 3,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.519,0.594,29,7.6,7.4,Jan de Vries,j.devries@roc.nl
20240453,Maja de Boer,m.deboer@student.roc.nl,20,M,HAVO,Economie,Financieel administrateur,90370,2024-2025,4,BOL,2024-09-01,0.897,0.787,38,4.9,4.1,Mohammed Boukhari,m.boukhari@roc.nl
20240454,Lily Olykan,l.olykan@student.roc.nl,17,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.711,0.755,37,7.8,5.8,Mohammed Boukhari,m.boukhari@roc.nl
20240455,Sterre Zwijsen,s.zwijsen@student.roc.nl,17,V,HAVO,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.634,0.673,32,7.2,4.4,Anita Jansen,a.jansen@roc.nl
20240456,Jet ter Waarbeek,j.terwaarbeek@student.roc.nl,18,V,MBO niveau 3,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.615,0.63,36,8.0,7.8,Mohammed Boukhari,m.boukhari@roc.nl
20240457,Noud Jurrijens-Die Bont,n.jurrijens-diebont@student.roc.nl,21,M,MBO niveau 2,Dienstverlening,Kok,25185,2024-2025,2,BOL,2024-09-01,0.391,0.604,30,5.9,9.3,Anita Jansen,a.jansen@roc.nl
20240458,Jason Cornelisz,j.cornelisz@student.roc.nl,23,V,MBO niveau 2,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.957,0.873,56,5.7,6.1,Jan de Vries,j.devries@roc.nl
20240459,Sienna van Kusen,s.vankusen@student.roc.nl,20,V,VMBO-B,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.828,0.751,39,7.1,3.8,Peter Smit,p.smit@roc.nl
20240460,Jay Wendt,j.wendt@student.roc.nl,17,V,VMBO-T,Economie,Manager handel,90202,2024-2025,4,BBL,2024-09-01,0.828,0.782,41,3.6,4.7,Mohammed Boukhari,m.boukhari@roc.nl
20240461,Mustafa Adriaensdr,m.adriaensdr@student.roc.nl,23,V,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.509,0.567,40,8.6,4.8,Anita Jansen,a.jansen@roc.nl
20240462,Noortje Waardeloo-van Herstal,n.waardeloo-vanherstal@student.roc.nl,16,V,HAVO,Groen,Dierverzorger,97730,2024-2025,3,BOL,2024-09-01,0.953,0.787,42,4.1,6.4,Anita Jansen,a.jansen@roc.nl
20240463,Maurits Feltzer,m.feltzer@student.roc.nl,20,X,VMBO-K,Zorg,Verzorgende IG,93500,2024-2025,3,BBL,2024-09-01,0.84,0.819,47,8.3,7.2,Anita Jansen,a.jansen@roc.nl
20240464,Mees Blonk,m.blonk@student.roc.nl,16,V,HAVO,Groen,Tuin- en landschapsbeheer,97252,2024-2025,3,BOL,2024-09-01,0.934,0.877,45,8.0,6.1,Mohammed Boukhari,m.boukhari@roc.nl
20240465,Olivia Wouters van Eijndhoven,o.woutersvaneijndhoven@student.roc.nl,16,X,VMBO-T,Techniek,Installatiemonteur,25480,2024-2025,2,BOL,2024-09-01,0.668,0.617,35,6.8,8.4,Jan de Vries,j.devries@roc.nl
20240466,Indy Spruyt,i.spruyt@student.roc.nl,28,V,HAVO,Dienstverlening,Gastvrouw/-heer,90191,2024-2025,3,BOL,2024-09-01,0.638,0.711,36,6.3,4.5,Mohammed Boukhari,m.boukhari@roc.nl
20240467,Aylin van Olst,a.vanolst@student.roc.nl,21,V,MBO niveau 2,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.632,0.618,39,5.4,3.2,Mohammed Boukhari,m.boukhari@roc.nl
20240468,Charlotte de Roo,c.deroo@student.roc.nl,17,V,VMBO-B,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.863,0.764,42,3.9,4.8,Jan de Vries,j.devries@roc.nl
20240469,Amélie Ellis,a.ellis@student.roc.nl,19,M,MBO niveau 2,Economie,Logistiek medewerker,90640,2024-2025,3,BOL,2024-09-01,0.688,0.734,33,7.2,5.7,Mohammed Boukhari,m.boukhari@roc.nl
20240470,Luna Verbeek,l.verbeek@student.roc.nl,22,M,MBO niveau 3,Economie,Commercieel medewerker,90111,2024-2025,3,BBL,2024-09-01,0.474,0.439,28,2.9,5.6,Anita Jansen,a.jansen@roc.nl
20240471,Tirza Post,t.post@student.roc.nl,22,M,VMBO-T,Dienstverlening,Kapper,97460,2024-2025,3,BOL,2024-09-01,0.79,0.772,47,4.1,5.5,Peter Smit,p.smit@roc.nl
20240472,David Bolkesteijn-Walsteijn,d.bolkesteijn-walsteijn@student.roc.nl,20,M,MBO niveau 3,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.786,0.667,37,7.6,6.0,Fatima El Amrani,f.elamrani@roc.nl
20240473,Melissa Mol,m.mol@student.roc.nl,16,M,VMBO-B,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.566,0.53,28,4.8,8.4,Anita Jansen,a.jansen@roc.nl
20240474,Tijmen Ponci,t.ponci@student.roc.nl,29,M,MBO niveau 3,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.779,0.612,34,7.5,6.9,Fatima El Amrani,f.elamrani@roc.nl
20240475,Sam Rijntjes-Chrodtrud,s.rijntjes-chrodtrud@student.roc.nl,20,V,MBO niveau 2,Zorg,Verpleegkundige,99070,2024-2025,4,BOL,2024-09-01,0.526,0.643,35,6.0,4.2,Peter Smit,p.smit@roc.nl
20240476,Jill van der Kint,j.vanderkint@student.roc.nl,23,M,HAVO,Groen,Medewerker voedsel,97590,2024-2025,2,BBL,2024-09-01,0.727,0.704,39,8.0,7.6,Jan de Vries,j.devries@roc.nl
20240477,Noor Geneart,n.geneart@student.roc.nl,23,V,MBO niveau 2,Economie,Commercieel medewerker,90111,2024-2025,3,BOL,2024-09-01,0.333,0.537,25,6.6,4.7,Mohammed Boukhari,m.boukhari@roc.nl
20240478,Annabel van Orleans,a.vanorleans@student.roc.nl,20,V,MBO niveau 3,Economie,Logistiek medewerker,90640,2024-2025,3,BBL,2024-09-01,0.622,0.585,32,8.0,5.5,Fatima El Amrani,f.elamrani@roc.nl
20240479,Sanne van Dongen,s.vandongen@student.roc.nl,23,V,MBO niveau 2,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.861,0.805,35,6.5,5.9,Anita Jansen,a.jansen@roc.nl
20240480,Jonathan Langevoort,j.langevoort@student.roc.nl,18,M,HAVO,Zorg,Doktersassistent,34576,2024-2025,4,BOL,2024-09-01,0.631,0.609,31,7.2,8.0,Peter Smit,p.smit@roc.nl
20240481,Nova de Keijser,n.dekeijser@student.roc.nl,19,V,VMBO-K,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BOL,2024-09-01,0.568,0.619,37,5.7,7.5,Anita Jansen,a.jansen@roc.nl
20240482,Isabella van Eck,i.vaneck@student.roc.nl,18,M,MBO niveau 3,Zorg,Helpende Zorg & Welzijn,92640,2024-2025,2,BBL,2024-09-01,0.347,0.555,26,6.3,5.3,Peter Smit,p.smit@roc.nl
20240483,Berat Zijlmans-van der Plas,b.zijlmans-vanderplas@student.roc.nl,19,M,MBO niveau 3,Groen,Medewerker voedsel,97590,2024-2025,2,BOL,2024-09-01,0.818,0.83,43,5.3,7.4,Jan de Vries,j.devries@roc.nl
20240484,Janna van de Darnau,j.vandedarnau@student.roc.nl,18,V,VMBO-B,Techniek,Software Developer,25604,2024-2025,4,BOL,2024-09-01,0.817,0.78,37,6.0,5.0,Fatima El Amrani,f.elamrani@roc.nl
